sentence_id,sentence,topic,sentiment,span_in_sentence,span,indices
17476,"Very spacious, cools well, excellent lighting.",Light,"positive, positive, positive",True,excellent lighting,"(27, 45)"
17477,Very strong suction therefore much fast cleaning time.,Clean,"positive, positive",True,Very strong suction,"(0, 19)"
17477,Very strong suction therefore much fast cleaning time.,Speed,"positive, positive",True,much fast cleaning time,"(30, 53)"
17478,Very stylish and bigger than my old oven,Comparison,positive,True,bigger than my old oven,"(17, 40)"
17478,Very stylish and bigger than my old oven,Design,positive,True,Very stylish,"(0, 12)"
17478,Very stylish and bigger than my old oven,Size,positive,True,bigger than my old oven,"(17, 40)"
17479,Very stylish but not built-in compatible,Design,"positive, negative",True,Very stylish,"(0, 12)"
17479,Very stylish but not built-in compatible,Compatibility,"positive, negative",True,not built-in compatible,"(17, 40)"
17480,Very stylish samsung quality..,Brand,positive,True,samsung quality,"(13, 28)"
17480,Very stylish samsung quality..,Design,positive,True,Very stylish,"(0, 12)"
17481,Very unhappy with Amazon and the limited time available from the vax service contact.,Retailer,negative,True,Very unhappy with Amazon,"(0, 24)"
17482,Very unprofessional and completely unacceptable.,Value,negative,True,Very unprofessional and completely unacceptable,"(0, 47)"
17483,Very unsafe to use,Safety,negative,True,unsafe to use,"(5, 18)"
17484,"Very unstable, which makes it not too safe to use",Safety,"negative, negative",True,not too safe,"(30, 42)"
17484,"Very unstable, which makes it not too safe to use",Design,"negative, negative",True,Very unstable,"(0, 13)"
17485,Very useful enough for a family of 4,Value,positive,True,Very useful enough,"(0, 18)"
17486,Very useful operating indicator because the dishwasher is very quiet!,Noise,positive,True,very quiet,"(58, 68)"
17486,Very useful operating indicator because the dishwasher is very quiet!,Notifications,positive,True,operating indicator,"(12, 31)"
17487,"very useful, compatible with vienta model",Value,positive,True,very useful,"(0, 11)"
17487,"very useful, compatible with vienta model",Compatibility,positive,True,compatible with vienta model,"(13, 41)"
17488,Very versatile robot .,Performances,positive,True,Very versatile robot,"(0, 20)"
17489,"very very good, a lot quieter than our old 1.",Comparison,positive,True,quieter than our old 1,"(22, 44)"
17489,"very very good, a lot quieter than our old 1.",Value,positive,True,very very good,"(0, 14)"
17489,"very very good, a lot quieter than our old 1.",Noise,positive,True,a lot quieter,"(16, 29)"
17490,"Very very quiet in washing mode, vibrates a little when spinning at 1200 rpm",Noise,"negative, positive",True,Very very quiet in washing mode,"(0, 31)"
17490,"Very very quiet in washing mode, vibrates a little when spinning at 1200 rpm",Failures,"negative, positive",True,vibrates a little when spinning at 1200 rpm,"(33, 76)"
17491,"very well made, practically does not vibrate",Failures,positive,True,practically does not vibrate,"(16, 44)"
17491,"very well made, practically does not vibrate",Materials,positive,True,very well made,"(0, 14)"
17492,"very well made, quiet, practically does not leak",Noise,positive,True,quiet,"(16, 21)"
17492,"very well made, quiet, practically does not leak",Materials,positive,True,very well made,"(0, 14)"
17492,"very well made, quiet, practically does not leak",Failures,positive,True,practically does not leak,"(23, 48)"
17493,"very well made, quiet, practically does not vibrate",Noise,positive,True,quiet,"(16, 21)"
17493,"very well made, quiet, practically does not vibrate",Materials,positive,True,very well made,"(0, 14)"
17493,"very well made, quiet, practically does not vibrate",Failures,positive,True,practically does not vibrate,"(23, 51)"
17494,"Very well secured interior for transport, nothing flies loose and is stiff.",Packaging,positive,True,Very well secured interior for transport,"(0, 40)"
17495,"Very, very disappointing.",Value,negative,True,"Very, very disappointing.","(0, 25)"
17496,Vestel has improved itself a lot.,Brand,positive,True,Vestel,"(0, 6)"
17497,vestel is a great alternative to this one,Dynamic comparison,negative,True,alternative to this one,"(18, 41)"
17498,"vestel is quieter, nothing to add",Dynamic comparison,negative,True,vestel is quieter,"(0, 17)"
17499,vestel Quieter than my old indesit,Dynamic comparison,positive,True,Quieter than my old indesit,"(7, 34)"
17500,"Vestel service will come and see if the problem is caused by you, they say you will pay 60 TL service fee and repair fee",Repair fees,negative,True,you will pay 60 TL service fee and repair fee,"(75, 120)"
17501,Vestel's great regret,Brand,negative,True,Vestel,"(0, 6)"
17502,vesteldisappointed me as this is not recyclable,Recycling process,"negative, negative",True,not recyclable,"(33, 47)"
17502,vesteldisappointed me as this is not recyclable,Brand,"negative, negative",True,vestel,"(0, 6)"
17503,vestelV10 is wonderful much better,Dynamic comparison,negative,True,vestelV10 is wonderful much better,"(0, 34)"
17504,vestelV8 is much better,Dynamic comparison,negative,True,vestelV8 is much better,"(0, 23)"
17505,Visually beautiful,Design,"positive, negative",True,Visually beautiful,"(0, 18)"
17506,"Visually nice, made of good quality components.",Body,positive,True,Visually nice,"(0, 13)"
17506,"Visually nice, made of good quality components.",Materials,positive,True,good quality components,"(23, 46)"
17506,"Visually nice, made of good quality components.",Design,positive,True,Visually nice,"(0, 13)"
17507,Voice and Bluetooth connectivity is not good as genuine grundig products.,Connectivity,negative,True,Voice and Bluetooth connectivity is not good,"(0, 44)"
17508,"Voice control activates randomly, so I deactivated it.",Features,negative,True,Voice control activates randomly,"(0, 32)"
17509,Voice control makes use simple and comfortable.,Features,positive,True,Voice control makes use simple and comfortable.,"(0, 47)"
17510,volume  are in excellent condition.,Second hand feeling,positive,True,excellent condition,"(15, 34)"
17511,Volume control: it really doesn't work well.,User interface,negative,True,Volume control: it really doesn't work well.,"(0, 44)"
17512,Volume up/down by touch is slow and not reliable.,User interface,negative,True,Volume up/down by touch is slow and not reliable,"(0, 48)"
17513,waited for 2 months for the technical service,Technical service,negative,True,technical service,"(28, 45)"
17515,Wall mount is a bit flimsy.,Accessories,negative,True,Wall mount,"(0, 10)"
17516,Wanted to like it since it's always sold out.,Availability,negative,True,always sold out,"(29, 44)"
17517,Wanted to like it since itS always sold out.,Availability,negative,True,always sold out,"(28, 43)"
17518,Wanted to use arcelik support site and THAT was a disaster.,Online information,negative,True,use arcelik support site,"(10, 34)"
17519,Wanted to use it to replace bare minerals (since it's discontinued) but it's nowhere close.,Availability,negative,True,nowhere close,"(77, 90)"
17520,Wanted to use it to replace bare minerals (since itS discontinued) but itS nowhere close.,Availability,negative,True,nowhere close,"(75, 88)"
17521,warning Just before the year was up motor sparked and started to burn,Physical damages,negative,True,motor sparked and started to burn,"(36, 69)"
17522,Warranty lasts a long time,Warranty duration,positive,True,Warranty lasts a long time,"(0, 26)"
17523,warranty letter a safety net,Warranty reachability,positive,True,warranty letter,"(0, 15)"
17524,Warranty support didn't do anything stating its customer damage even though I made it clear no one forced it out.,Warranty coverage,negative,True,Warranty support didn't do anything,"(0, 35)"
17525,Warranty until 11/22 and defective as of today.,Warranty duration,negative,True,Warranty until 11/22,"(0, 20)"
17525,Warranty until 11/22 and defective as of today.,Failures,negative,True,defective as of today,"(25, 46)"
17526,Warranty was too expensive,Warranty cost,negative,True,Warranty was too expensive,"(0, 26)"
17527,"Was a bit nervous about getting a induction hob but we soon got used to it, boils water extremely fast when using boost function, much easier to clean than our old hob,",Cleanable,positive,True,much easier to clean than our old hob,"(130, 167)"
17527,"Was a bit nervous about getting a induction hob but we soon got used to it, boils water extremely fast when using boost function, much easier to clean than our old hob,",Speed,positive,True,boils water extremely fast when using boost function,"(76, 128)"
17528,Was a great vacuum until it stopped working after 4 months.,Durability,"positive, negative",True,until it stopped working after 4 months,"(19, 58)"
17528,Was a great vacuum until it stopped working after 4 months.,Value,"positive, negative",True,Was a great vacuum,"(0, 18)"
17529,Was difficult to find a fridge with the right dimensions for the space in my small kitchen and it keeps everything really fresh - especially notice it with fruit and veg.,Size,positive,True,right dimensions,"(40, 56)"
17529,Was difficult to find a fridge with the right dimensions for the space in my small kitchen and it keeps everything really fresh - especially notice it with fruit and veg.,Compartments,positive,True,everything really fresh,"(104, 127)"
17530,Was excited to use these but unforntantly they didn't pass the functional test.,Performances,negative,True,didn't pass the functional test,"(47, 78)"
17531,Was expecting something different from Hoover,Brand,negative,True,Hoover,"(39, 45)"
17532,Was I impressed.,Value,positive,True,Was I impressed.,"(0, 16)"
17533,"was impressive compared to my old unit, but trying to have it stand alone is difficult.",Comparison,"positive, negative",True,impressive compared to my old unit,"(4, 38)"
17533,"was impressive compared to my old unit, but trying to have it stand alone is difficult.",Usability,"positive, negative",True,trying to have it stand alone is difficult,"(44, 86)"
17534,Was just now very rusty on the outside and had to be replaced.,Physical damages,negative,True,very rusty on the outside,"(13, 38)"
17535,Was missing parts so had to return product.,Missing items,positive,True,missing parts,"(4, 17)"
17536,Was not disappointed!,Value,positive,True,Was not disappointed!,"(0, 21)"
17537,was pleasantly surprised when I contacted customer support and learned that my warranty covered the repair.,Value,positive,True,pleasantly surprised,"(4, 24)"
17537,was pleasantly surprised when I contacted customer support and learned that my warranty covered the repair.,Warranty coverage,positive,True,warranty covered the repair,"(79, 106)"
17538,Was pricy!,Price,negative,True,pricy,"(4, 9)"
17539,"was sad to find out that on the next power level up, you only gonna get 10 mins out of it before having to charge",Battery,negative,True,10 mins out of it before having to charge,"(72, 113)"
17540,Was so bummed!,Value,negative,True,bummed,"(7, 13)"
17541,Was very disappointed as they was a large dent in the side called Warners bay store was told someone would return call never got a call back,Physical damages,negative,True,large dent in the side,"(36, 58)"
17541,Was very disappointed as they was a large dent in the side called Warners bay store was told someone would return call never got a call back,Value,negative,True,very disappointed,"(4, 21)"
17541,Was very disappointed as they was a large dent in the side called Warners bay store was told someone would return call never got a call back,Customer service quality,negative,True,never got a call back,"(119, 140)"
17542,was well protected during transport in styrofoam and foil.,Packaging,positive,True,in styrofoam and foil,"(36, 57)"
